gene_id	symbol
CHM13_G0029462	DPPA5P1
CHM13_G0029463	ZNF534
CHM13_G0029464	ZNF578
CHM13_G0029465	AC010332.3
CHM13_G0029466	AC010332.2
CHM13_G0029467	AC022150.3
CHM13_G0029468	ZNF808
CHM13_G0029469	ZNF701
CHM13_G0029470	RPL39P34
CHM13_G0029471	AC022150.1
CHM13_G0029472	ZNF137P
CHM13_G0029473	ZNF83
CHM13_G0029474	AC022150.2
CHM13_G0029475	AC022150.4
CHM13_G0029476	ZNF611
CHM13_G0029477	ZNF600
CHM13_G0029478	ZNF28
CHM13_G0029479	AC008813.1
CHM13_G0029480	ZNF468
CHM13_G0029481	ZNF320
CHM13_G0029482	AC010487.2
CHM13_G0029483	ZNF888
CHM13_G0029484	AC010487.1
CHM13_G0029485	ZNF321P
CHM13_G0029486	ZNF816-ZNF321P
CHM13_G0029487	ZNF816
CHM13_G0029488	AC010328.3
CHM13_G0029489	ZNF702P
CHM13_G0029490	AC010328.2
CHM13_G0029491	AC010328.1
CHM13_G0029492	ERVV-1
CHM13_G0029493	ERVV-2
CHM13_G0029494	MSTRG.2934
CHM13_G0029495	ZNF415
CHM13_G0029496	ZNF347
CHM13_G0029497	ZNF665
CHM13_G0029498	AC092070.1
CHM13_G0029499	AC092070.2
CHM13_G0029500	NDUFV2P1
CHM13_G0029501	ZNF677
CHM13_G0029502	AC092070.3
CHM13_G0029503	VN1R2
CHM13_G0029504	VN1R4
CHM13_G0029505	AC092070.4
CHM13_G0029506	FAM90A27P
CHM13_G0029507	BIRC8
CHM13_G0029508	FAM90A28P
CHM13_G0029509	VN1R6P
CHM13_G0029510	ZNF845
CHM13_G0029511	ZNF525
CHM13_G0029512	AC125388.1
CHM13_G0029513	ZNF765
CHM13_G0029514	RPL39P36
CHM13_G0029515	AC022137.2
CHM13_G0029516	TPM3P9
CHM13_G0029517	AC022137.3
CHM13_G0029518	AC022137.4
CHM13_G0029519	ZNF761
CHM13_G0029520	ZNF813
CHM13_G0029521	TPM3P6
CHM13_G0029522	AC022137.1
CHM13_G0029523	AC011487.1
CHM13_G0029524	AC011487.4
CHM13_G0029525	ZNF331
CHM13_G0029526	AC011487.2
CHM13_G0029527	AC011487.3
CHM13_G0029528	RN7SL317P
CHM13_G0029529	DPRX
CHM13_G0029530	RNU6-698P
CHM13_G0029531	AC011453.2
CHM13_G0029532	MIR512-1
CHM13_G0029533	MIR512-2
CHM13_G0029534	MIR1323
CHM13_G0029535	MIR498
CHM13_G0029536	MIR520E
CHM13_G0029537	MIR515-1
CHM13_G0029538	MIR519E
CHM13_G0029539	MIR520F
CHM13_G0029540	MIR515-2
CHM13_G0029541	MIR519C
CHM13_G0029542	MIR1283-1
CHM13_G0029543	MIR520A
CHM13_G0029544	MIR526B
CHM13_G0029545	MIR519B
CHM13_G0029546	MIR525
CHM13_G0029547	MIR523
CHM13_G0029548	MIR518F
CHM13_G0029549	MIR520B
CHM13_G0029550	MIR518B
CHM13_G0029551	MIR526A1
CHM13_G0029552	MIR520C
CHM13_G0029553	MIR518C
CHM13_G0029554	MIR524
CHM13_G0029555	MIR517A
CHM13_G0029556	MIR519D
CHM13_G0029557	MIR521-2
CHM13_G0029558	RNU6-803P
CHM13_G0029559	MIR520D
CHM13_G0029560	MIR517B
CHM13_G0029561	MIR520G
CHM13_G0029562	MIR516B2
CHM13_G0029563	MIR526A2
CHM13_G0029564	MIR518E
CHM13_G0029565	MIR518A1
CHM13_G0029566	RNU6-980P
CHM13_G0029567	MIR518D
CHM13_G0029568	MIR516B1
CHM13_G0029569	MIR518A2
CHM13_G0029570	MIR517C
CHM13_G0029571	MIR520H
CHM13_G0029572	RNU6-982P
CHM13_G0029573	MIR521-1
CHM13_G0029574	RNU6-751P
CHM13_G0029575	MIR522
CHM13_G0029576	MIR519A1
CHM13_G0029577	MIR527
CHM13_G0029578	MIR516A1
CHM13_G0029579	MIR1283-2
CHM13_G0029580	RNU6-1041P
CHM13_G0029581	MIR516A2
CHM13_G0029582	AC011453.1
CHM13_G0029583	MIR519A2
CHM13_G0029584	RNU6-165P
CHM13_G0029585	HMGN1P32
CHM13_G0029586	SEPTIN7P8
CHM13_G0029587	AC008753.1
CHM13_G0029588	AC008753.3
CHM13_G0029589	MIR371A
CHM13_G0029590	MIR371B
CHM13_G0029591	MIR372
CHM13_G0029592	MIR373
CHM13_G0029593	AC008753.2
CHM13_G0029594	NLRP12
CHM13_G0029595	MYADM-AS1
CHM13_G0029596	MYADM
CHM13_G0029597	AC008440.1
CHM13_G0029598	PRKCG
CHM13_G0029599	CACNG7
CHM13_G0029600	CACNG8
CHM13_G0029601	MIR935
CHM13_G0029602	CACNG6
CHM13_G0029603	AC012314.9
CHM13_G0029604	VSTM1
CHM13_G0029605	TARM1
CHM13_G0029606	OSCAR
CHM13_G0029607	NDUFA3
CHM13_G0029608	TFPT
CHM13_G0029609	PRPF31
CHM13_G0029610	AC245052.4
CHM13_G0029611	CNOT3
CHM13_G0029612	LENG1
CHM13_G0029613	TMC4
CHM13_G0029614	MBOAT7
CHM13_G0029615	TSEN34
CHM13_G0029616	AC245052.1
CHM13_G0029617	RPS9
CHM13_G0029618	AC245052.2
CHM13_G0029619	LILRB3
CHM13_G0029620	AC245052.7
CHM13_G0029621	AC245052.3
CHM13_G0029622	LILRA6
CHM13_G0029623	AC245052.6
CHM13_G0029624	LILRB5
CHM13_G0029625	RNU6-1307P
CHM13_G0029626	AC245052.5
CHM13_G0029627	LILRB2
CHM13_G0029628	MIR4752
CHM13_G0029629	AC245884.5
CHM13_G0029630	AC245884.12
CHM13_G0029631	AC245884.7
CHM13_G0029632	AC245884.2
CHM13_G0029633	LILRA5
CHM13_G0029634	AC245884.11
CHM13_G0029635	VN1R104P
CHM13_G0029636	AC245884.6
CHM13_G0029637	LILRA4
CHM13_G0029638	LAIR1
CHM13_G0029639	AC245884.4
CHM13_G0029640	TTYH1
CHM13_G0029641	AC245884.1
CHM13_G0029642	AC245884.9
CHM13_G0029643	AC245884.10
CHM13_G0029644	AC245884.8
CHM13_G0029645	LENG8-AS1
CHM13_G0029646	AC245884.3
CHM13_G0029647	LENG8
CHM13_G0029648	LENG9
CHM13_G0029649	CDC42EP5
CHM13_G0029650	LAIR2
CHM13_G0029651	AC245036.1
CHM13_G0029652	KIR3DX1
CHM13_G0029653	AC245036.2
CHM13_G0029654	LILRA2
CHM13_G0029655	AC245036.5
CHM13_G0029656	LILRA1
CHM13_G0029657	AC245036.4
CHM13_G0029658	LILRB1
LOFF_G0001425	MIR4752
CHM13_G0029659	LILRB1-AS1
CHM13_G0029660	LILRB4
CHM13_G0029661	MIR8061
CHM13_G0029662	VN1R105P
CHM13_G0029663	AC245036.3
CHM13_G0029664	AC243962.1
CHM13_G0029665	LILRP1
CHM13_G0029666	AC245128.2
CHM13_G0029667	LILRP2
CHM13_G0029668	KIR3DL3
CHM13_G0029669	AC245128.1
CHM13_G0029670	KIR2DL3
LOFF_G0001426	KIR2DL3
CHM13_G0029671	KIR2DL1
CHM13_G0029672	KIR2DP1
CHM13_G0029673	KIR3DP1
CHM13_G0029674	KIR2DL4
CHM13_G0029675	KIR3DL1
CHM13_G0029676	KIR2DS4
CHM13_G0029677	KIR3DL2
CHM13_G0029678	RNU6-222P
CHM13_G0029679	FCAR
CHM13_G0029680	AC245128.3
CHM13_G0029681	NCR1
CHM13_G0029682	NLRP7
CHM13_G0029683	AC011476.8
CHM13_G0029684	NLRP2
CHM13_G0029685	AC011476.1
CHM13_G0029686	AC011476.3
CHM13_G0029687	GP6
CHM13_G0029688	AC011476.2
CHM13_G0029689	RDH13
CHM13_G0029690	EPS8L1
CHM13_G0029691	PPP1R12C
CHM13_G0029692	AC010327.8
CHM13_G0029693	AC010327.3
CHM13_G0029694	MIR7975
CHM13_G0029695	TNNT1
CHM13_G0029696	TNNI3
CHM13_G0029697	AC010327.2
CHM13_G0029698	DNAAF3
CHM13_G0029699	AC010327.4
CHM13_G0029700	AC010327.1
CHM13_G0029701	SYT5
CHM13_G0029702	PTPRH
CHM13_G0029703	AC010327.7
CHM13_G0029704	AC010327.5
CHM13_G0029705	TMEM86B
CHM13_G0029706	AC010327.6
CHM13_G0029707	PPP6R1
CHM13_G0029708	MIR6804
CHM13_G0029709	MIR6802
CHM13_G0029710	MIR6803
CHM13_G0029711	HSPBP1
CHM13_G0029712	BRSK1
CHM13_G0029713	AC020922.2
CHM13_G0029714	TMEM150B
CHM13_G0029715	AC020922.4
CHM13_G0029716	KMT5C
CHM13_G0029717	COX6B2
CHM13_G0029718	AC020922.1
CHM13_G0029719	FAM71E2
CHM13_G0029720	IL11
CHM13_G0029721	TMEM190
CHM13_G0029722	AC020922.3
CHM13_G0029723	TMEM238
CHM13_G0029724	RPL28
CHM13_G0029725	MIR6805
CHM13_G0029726	UBE2S
CHM13_G0029727	SHISA7
CHM13_G0029728	ISOC2
CHM13_G0029729	C19orf85
CHM13_G0029730	AC008735.5
CHM13_G0029731	AC008735.3
CHM13_G0029732	ZNF628
CHM13_G0029733	NAT14
CHM13_G0029734	SSC5D
CHM13_G0029735	SBK2
CHM13_G0029736	SBK3
CHM13_G0029737	ZNF579
CHM13_G0029738	FIZ1
CHM13_G0029739	ZNF524
CHM13_G0029740	ZNF865
CHM13_G0029741	AC008735.4
CHM13_G0029742	ZNF784
CHM13_G0029743	ZNF580
CHM13_G0029744	ZNF581
CHM13_G0029745	CCDC106
CHM13_G0029746	U2AF2
CHM13_G0029747	AC008735.2
CHM13_G0029748	AC008735.1
CHM13_G0029749	EPN1
CHM13_G0029750	AC010525.1
CHM13_G0029751	AC010525.2
CHM13_G0029752	AC008749.1
CHM13_G0029753	NLRP9
CHM13_G0029754	RN7SKP109
CHM13_G0029755	RFPL4A
CHM13_G0029756	RFPL4AL1
CHM13_G0029757	RFPL4AP1
CHM13_G0029758	NLRP11
CHM13_G0029759	NLRP4
CHM13_G0029760	NLRP13
CHM13_G0029761	NLRP8
CHM13_G0029762	NLRP5
CHM13_G0029763	LINC01864
CHM13_G0029764	ZNF787
CHM13_G0029765	Y_RNA
CHM13_G0029766	AC024580.2
CHM13_G0029767	ZNF444
CHM13_G0029768	AC024580.1
CHM13_G0029769	GALP
CHM13_G0029770	ZSCAN5B
CHM13_G0029771	ZSCAN5C
CHM13_G0029772	AC011506.1
CHM13_G0029773	ZSCAN5A
CHM13_G0029774	ZSCAN5DP
CHM13_G0029775	EDDM13
CHM13_G0029776	AC006116.6
CHM13_G0029777	AC006116.8
CHM13_G0029778	AC006116.1
CHM13_G0029779	VN2R17P
CHM13_G0029780	AC006116.2
CHM13_G0029781	AC006116.4
CHM13_G0029782	AC006116.3
CHM13_G0029783	AC006116.7
CHM13_G0029784	AC006116.9
CHM13_G0029785	ZNF542P
CHM13_G0029786	ZNF582
CHM13_G0029787	AC006116.10
CHM13_G0029788	SLC25A36P1
CHM13_G0029789	AC006116.5
CHM13_G0029790	ZNF582-AS1
CHM13_G0029791	ZNF583
CHM13_G0029792	ZNF667
CHM13_G0029793	ZNF667-AS1
CHM13_G0029794	AC004696.2
CHM13_G0029795	AC004696.1
CHM13_G0029796	ZNF471
CHM13_G0029797	AC005498.1
CHM13_G0029798	AC005498.2
CHM13_G0029799	ZFP28
CHM13_G0029800	AC005498.3
CHM13_G0029801	MSTRG.2950
CHM13_G0029802	SIGLEC31P
CHM13_G0029803	ZNF71
CHM13_G0029804	ZIM2-AS1
CHM13_G0029805	SMIM17
CHM13_G0029806	ZNF835
CHM13_G0029807	AC006115.2
CHM13_G0029808	OR5AH1P
CHM13_G0029809	ZIM2
CHM13_G0029810	AC006115.1
CHM13_G0029811	PEG3
CHM13_G0029812	MIMT1
CHM13_G0029813	AC004792.1
CHM13_G0029814	AC044792.1
CHM13_G0029815	RPL7AP69
CHM13_G0029816	AC025588.4
CHM13_G0029817	USP29
CHM13_G0029818	ZIM3
CHM13_G0029819	AC025588.2
CHM13_G0029820	AC025588.3
CHM13_G0029821	DUXA
CHM13_G0029822	AC025588.1
CHM13_G0029823	ZNF264
CHM13_G0029824	AURKC
CHM13_G0029825	ZNF805
CHM13_G0029826	AC005261.3
CHM13_G0029827	ZNF460-AS1
CHM13_G0029828	ZNF460
CHM13_G0029829	AC005261.5
CHM13_G0029830	AC005261.1
CHM13_G0029831	AC005261.4
CHM13_G0029832	ZNF543
CHM13_G0029833	AC005261.2
CHM13_G0029834	ZNF304
CHM13_G0029835	ZNF547
CHM13_G0029836	TRAPPC2B
CHM13_G0029837	AC003002.1
CHM13_G0029838	ZNF548
CHM13_G0029839	AC003002.3
CHM13_G0029840	AC003002.2
CHM13_G0029841	ZNF17
CHM13_G0029842	ZNF749
CHM13_G0029843	AC004076.1
CHM13_G0029844	AC004076.2
CHM13_G0029845	VN1R1
CHM13_G0029846	VN1R107P
CHM13_G0029847	ZNF772
CHM13_G0029848	AC003005.2
CHM13_G0029849	ZNF419
CHM13_G0029850	AC003005.1
CHM13_G0029851	ZNF773
CHM13_G0029852	ZNF549
CHM13_G0029853	ZNF550
CHM13_G0029854	ZNF416
CHM13_G0029855	ZIK1
CHM13_G0029856	ZNF530
CHM13_G0029857	ZNF134
CHM13_G0029858	AC003682.1
CHM13_G0029859	ZNF211
CHM13_G0029860	TPRG1LP1
CHM13_G0029861	ZSCAN4
CHM13_G0029862	ZNF551
CHM13_G0029863	AC003006.1
CHM13_G0029864	ZNF154
CHM13_G0029865	ZNF671
CHM13_G0029866	ZNF776
CHM13_G0029867	ZNF586
CHM13_G0029868	ZNF552
CHM13_G0029869	ZNF587B
CHM13_G0029870	AC010522.1
CHM13_G0029871	FKBP1AP1
CHM13_G0029872	ZNF814
CHM13_G0029873	ZNF587
CHM13_G0029874	AC010326.3
CHM13_G0029875	AC010326.4
CHM13_G0029876	AC010326.2
CHM13_G0029877	ZNF417
CHM13_G0029878	ZNF418
CHM13_G0029879	ZNF256
CHM13_G0029880	AC010326.1
CHM13_G0029881	C19orf18
CHM13_G0029882	ZNF606
CHM13_G0029883	AC008969.1
CHM13_G0029884	VN2R19P
CHM13_G0029885	AC008969.2
CHM13_G0029886	ZSCAN1
CHM13_G0029887	LETM1P2
CHM13_G0029888	HNRNPDLP4
CHM13_G0029889	ZNF135
CHM13_G0029890	RN7SL526P
CHM13_G0029891	ZSCAN18
CHM13_G0029892	ZNF329
CHM13_G0029893	AC008751.1
CHM13_G0029894	AC008751.3
CHM13_G0029895	AC008751.2
CHM13_G0029896	ZNF274
CHM13_G0029897	RPS15AP36
CHM13_G0029898	AC020915.3
CHM13_G0029899	ZNF544
CHM13_G0029900	AC020915.4
CHM13_G0029901	AC020915.2
CHM13_G0029902	AC020915.1
CHM13_G0029903	ZNF8
CHM13_G0029904	ZNF8-ERVK3-1
CHM13_G0029905	ERVK3-1
CHM13_G0029906	AC010642.2
CHM13_G0029907	AC010642.1
CHM13_G0029908	ZSCAN22
CHM13_G0029909	MIR6806
CHM13_G0029910	A1BG
CHM13_G0029911	AC012313.3
CHM13_G0029912	A1BG-AS1
CHM13_G0029913	AC012313.10
CHM13_G0029914	ZNF497
CHM13_G0029915	AC012313.2
CHM13_G0029916	AC012313.6
CHM13_G0029917	RNA5SP473
CHM13_G0029918	ZNF837
CHM13_G0029919	RPS5
CHM13_G0029920	MIR4754
CHM13_G0029921	RNF225
CHM13_G0029922	LINC02560
CHM13_G0029923	ZNF584
CHM13_G0029924	AC012313.1
CHM13_G0029925	AC012313.4
CHM13_G0029926	AC012313.5
CHM13_G0029927	ZNF132
CHM13_G0029928	AC012313.8
CHM13_G0029929	ZNF324B
CHM13_G0029930	ZNF324
CHM13_G0029931	ZNF446
CHM13_G0029932	AC012313.7
CHM13_G0029933	SLC27A5
CHM13_G0029934	RNU6-1337P
CHM13_G0029935	RN7SL693P
CHM13_G0029936	AC012313.9
CHM13_G0029937	ZBTB45
CHM13_G0029938	RN7SL525P
CHM13_G0029939	TRIM28
CHM13_G0029940	MIR6807
CHM13_G0029941	CHMP2A
CHM13_G0029942	UBE2M
CHM13_G0029943	MZF1-AS1
CHM13_G0029944	MZF1
CHM13_G0029945	CENPBD1P1
CHM13_G0029946	AC016629.3
CHM13_G0029947	AC016629.1
CHM13_G0029948	AC016629.2
CHM13_G0029949	RPL23AP84
CHM13_G0029951	FAM110C
CHM13_G0029952	AC079779.1
CHM13_G0029953	SH3YL1
CHM13_G0029954	ACP1
CHM13_G0029955	ALKAL2
CHM13_G0029956	AC079779.2
CHM13_G0029957	AC079779.3
CHM13_G0029958	AC079779.4
CHM13_G0029959	LINC01865
CHM13_G0029960	AC105393.2
CHM13_G0029961	AC105393.1
CHM13_G0029962	LINC01874
CHM13_G0029963	AC093326.2
CHM13_G0029964	LINC01875
CHM13_G0029965	AC093326.1
CHM13_G0029966	TMEM18
CHM13_G0029967	TMEM18-DT
CHM13_G0029968	AC092159.3
CHM13_G0029969	AC092159.2
CHM13_G0029970	AC092159.1
CHM13_G0029971	LINC01115
CHM13_G0029972	AC116609.2
CHM13_G0029973	AC116609.1
CHM13_G0029974	LINC01115
CHM13_G0029975	LINC01939
CHM13_G0029976	AC113607.1
CHM13_G0029977	SNTG2-AS1
CHM13_G0029978	SNTG2
CHM13_G0029979	AC114808.1
CHM13_G0029980	AC114808.2
CHM13_G0029981	AC108462.1
CHM13_G0029982	AC105450.1
CHM13_G0029983	TPO
CHM13_G0029984	AC141930.1
CHM13_G0029985	AC141930.2
CHM13_G0029986	AC144450.1
CHM13_G0029987	PXDN
CHM13_G0029988	MYT1L
CHM13_G0029989	AC093390.2
CHM13_G0029990	AC093390.1
CHM13_G0029991	MYT1L-AS1
CHM13_G0029992	AC018685.2
CHM13_G0029993	AC018685.3
CHM13_G0029994	AC011995.2
CHM13_G0029995	AC018685.1
CHM13_G0029996	AC011995.1
CHM13_G0029997	LINC01250
CHM13_G0029998	AC019118.2
CHM13_G0029999	AC019118.1
CHM13_G0030000	EIPR1
CHM13_G0030001	EIPR1-IT1
CHM13_G0030002	MSTRG.2971
CHM13_G0030003	TRAPPC12-AS1
CHM13_G0030004	AC114810.1
CHM13_G0030005	ADI1
CHM13_G0030006	AC231981.1
CHM13_G0030007	AC108488.1
CHM13_G0030008	AC108488.2
CHM13_G0030009	RNASEH1
CHM13_G0030010	RNASEH1-AS1
CHM13_G0030011	AC108488.3
CHM13_G0030012	RPS7
CHM13_G0030013	COLEC11
CHM13_G0030014	AC010907.2
CHM13_G0030015	TMSB4XP2
CHM13_G0030016	ALLC
CHM13_G0030017	GAPDHP48
CHM13_G0030018	AC010907.1
CHM13_G0030019	DCDC2C
CHM13_G0030020	LINC01304
CHM13_G0030021	AC012445.1
CHM13_G0030022	NPM1P48
CHM13_G0030023	LINC01249
CHM13_G0030024	AC092169.1
CHM13_G0030025	RNU6-649P
CHM13_G0030026	AC073143.1
CHM13_G0030027	AC107057.1
CHM13_G0030028	LINC01248
CHM13_G0030029	AC108025.1
CHM13_G0030030	SOX11
CHM13_G0030031	AC010729.2
CHM13_G0030032	AC010729.1
CHM13_G0030033	LINC01810
CHM13_G0030034	SILC1
CHM13_G0030035	MIR7158
CHM13_G0030036	AC017053.1
CHM13_G0030037	LINC01247
CHM13_G0030038	LINC01824
CHM13_G0030039	PIK3CDP1
CHM13_G0030040	MIR7515HG
CHM13_G0030041	AC097517.1
CHM13_G0030042	MIR7515
CHM13_G0030043	LINC00487
CHM13_G0030044	NRIR
CHM13_G0030045	CMPK2
CHM13_G0030046	RSAD2
CHM13_G0030047	AC017076.1
CHM13_G0030048	RNF144A-AS1
CHM13_G0030049	RNF144A
CHM13_G0030050	AC068481.1
CHM13_G0030051	RN7SKP112
CHM13_G0030052	AC010904.2
CHM13_G0030053	AC010904.1
CHM13_G0030054	AC013460.1
CHM13_G0030055	RNU6ATAC37P
CHM13_G0030056	AC092580.4
CHM13_G0030057	AC092580.2
CHM13_G0030058	LINC01871
CHM13_G0030059	AC092580.3
CHM13_G0030060	AC092580.1
CHM13_G0030061	AC007463.1
CHM13_G0030062	LINC00298
CHM13_G0030063	AC007463.2
CHM13_G0030064	LINC00299
CHM13_G0030065	U91324.1
CHM13_G0030066	LINC01814
CHM13_G0030067	AC092617.1
CHM13_G0030068	AC011747.1
CHM13_G0030069	SNRPEP5
CHM13_G0030070	ID2-AS1
CHM13_G0030071	ID2
CHM13_G0030072	KIDINS220
CHM13_G0030073	MBOAT2
CHM13_G0030074	HMGB1P25
CHM13_G0030075	RPL30P3
CHM13_G0030076	AC093904.2
CHM13_G0030077	AC093904.4
CHM13_G0030078	AC093904.3
CHM13_G0030079	AC093904.1
CHM13_G0030080	MSTRG.2974
CHM13_G0030081	EIF1P7
CHM13_G0030082	ITGB1BP1
CHM13_G0030083	CPSF3
CHM13_G0030084	IAH1
CHM13_G0030085	ADAM17
CHM13_G0030086	AC080162.1
CHM13_G0030087	AC073195.1
CHM13_G0030088	YWHAQ
CHM13_G0030089	Y_RNA
CHM13_G0030090	AC082651.1
CHM13_G0030091	AC082651.4
CHM13_G0030092	RNU4-73P
CHM13_G0030093	AC082651.2
CHM13_G0030094	AC082651.3
CHM13_G0030095	TAF1B
CHM13_G0030096	AC010969.2
CHM13_G0030097	AC010969.3
CHM13_G0030098	GRHL1
CHM13_G0030099	AC010969.1
CHM13_G0030100	AC104794.4
CHM13_G0030101	AC104794.3
CHM13_G0030102	KLF11
CHM13_G0030103	AC104794.5
CHM13_G0030104	CYS1
CHM13_G0030105	AC104794.2
CHM13_G0030106	AC104794.1
CHM13_G0030107	RRM2
CHM13_G0030108	AC007240.1
CHM13_G0030109	MIR4261
CHM13_G0030110	RN7SL66P
CHM13_G0030111	AC007240.3
CHM13_G0030112	AC007240.2
CHM13_G0030113	HPCAL1
CHM13_G0030114	ODC1
CHM13_G0030115	SNORA80B
CHM13_G0030116	ODC1-DT
CHM13_G0030117	NOL10
CHM13_G0030118	AC007314.1
CHM13_G0030119	RN7SL832P
CHM13_G0030120	Metazoa_SRP
CHM13_G0030121	AC092687.2
CHM13_G0030122	ATP6V1C2
CHM13_G0030123	RNU7-138P
CHM13_G0030124	AC092687.3
CHM13_G0030125	PDIA6
CHM13_G0030126	RNU7-176P
CHM13_G0030127	LINC01954
CHM13_G0030128	AC092687.1
CHM13_G0030129	AC079587.1
CHM13_G0030130	KCNF1
CHM13_G0030131	RPL6P4
CHM13_G0030132	AC062028.1
CHM13_G0030133	C2orf50
CHM13_G0030134	SLC66A3
CHM13_G0030135	ROCK2
CHM13_G0030136	RNU6-1081P
CHM13_G0030137	AIDAP1
CHM13_G0030138	PPIAP60
CHM13_G0030139	AC099344.1
CHM13_G0030140	LINC00570
CHM13_G0030141	AC099344.2
CHM13_G0030142	AC099344.3
CHM13_G0030143	E2F6
CHM13_G0030144	GREB1
CHM13_G0030145	RNA5SP84
CHM13_G0030146	MIR4429
CHM13_G0030147	RNU2-13P
CHM13_G0030148	5S_rRNA
CHM13_G0030149	RN7SL674P
CHM13_G0030150	NTSR2
CHM13_G0030151	CDK8P1
CHM13_G0030152	AC106875.2
CHM13_G0030153	LPIN1
CHM13_G0030154	AC106875.1
CHM13_G0030155	AC012456.1
CHM13_G0030156	AC012456.2
CHM13_G0030157	MIR548S
CHM13_G0030158	MIR3681HG
CHM13_G0030159	MIR4262
CHM13_G0030160	SNORD18
CHM13_G0030161	MIR3681
CHM13_G0030162	RNU6-843P
CHM13_G0030163	AC096559.1
CHM13_G0030164	AC009486.2
CHM13_G0030165	AC009486.1
CHM13_G0030166	TRIB2
CHM13_G0030167	MIR3125
CHM13_G0030168	AC064875.1
CHM13_G0030169	AC093912.1
CHM13_G0030170	AC073062.1
CHM13_G0030171	LINC00276
CHM13_G0030172	AC016730.1
CHM13_G0030173	RNU6-1288P
CHM13_G0030174	Metazoa_SRP
CHM13_G0030175	AC011897.1
CHM13_G0030176	LRATD1
CHM13_G0030177	AC068286.2
CHM13_G0030178	AC068286.1
CHM13_G0030179	MSTRG.2986
LOFF_G0001427	AC066615.1
CHM13_G0030180	RPS26P18
CHM13_G0030181	AC008278.2
CHM13_G0030182	DDX1
CHM13_G0030183	AC008278.1
CHM13_G0030184	LINC01804
CHM13_G0030185	AC113608.1
CHM13_G0030186	RNU5E-7P
CHM13_G0030187	RPLP1P5
CHM13_G0030188	AC010145.2
CHM13_G0030189	MYCNOS
CHM13_G0030190	MYCNUT
CHM13_G0030191	MYCN
CHM13_G0030192	RN7SL104P
CHM13_G0030193	AC010145.1
CHM13_G0030194	GACAT3
CHM13_G0030195	AC130710.1
CHM13_G0030196	AC174048.1
CHM13_G0030197	AC142283.1
CHM13_G0030198	AC010745.1
CHM13_G0030199	AC010745.2
CHM13_G0030200	AC010745.3
CHM13_G0030201	AC010745.5
CHM13_G0030202	AC010745.4
CHM13_G0030203	AC010880.1
CHM13_G0030204	AC104623.1
CHM13_G0030205	AC104623.2
CHM13_G0030206	CYRIA
CHM13_G0030207	AC008164.1
LOFF_G0001428	AL137800.1
CHM13_G0030208	AC008069.1
CHM13_G0030209	LINC01866
CHM13_G0030210	RN7SKP168
CHM13_G0030211	ZFYVE9P2
CHM13_G0030212	PSMC1P10
CHM13_G0030213	RAD51AP2
CHM13_G0030214	VSNL1
CHM13_G0030215	SMC6
CHM13_G0030216	GEN1
CHM13_G0030217	MSGN1
CHM13_G0030218	KCNS3
CHM13_G0030219	AC079802.1
CHM13_G0030220	AC079148.3
CHM13_G0030221	AC079148.2
CHM13_G0030222	AC079148.1
CHM13_G0030223	RDH14
CHM13_G0030224	NT5C1B-RDH14
CHM13_G0030225	NT5C1B
CHM13_G0030226	RNU6-1215P
CHM13_G0030227	AC106053.1
CHM13_G0030228	AC130814.1
CHM13_G0030229	LINC01376
CHM13_G0030230	MIR4757
CHM13_G0030231	OSR1
CHM13_G0030232	AC010096.1
CHM13_G0030233	LINC01808
CHM13_G0030234	AC019055.1
CHM13_G0030235	CISD1P1
CHM13_G0030236	LINC00954
CHM13_G0030237	TTC32
CHM13_G0030238	AC013400.1
CHM13_G0030239	WDR35
CHM13_G0030240	AC079145.1
CHM13_G0030241	MATN3
CHM13_G0030242	LAPTM4A
CHM13_G0030243	LAPTM4A-DT
CHM13_G0030244	AC098828.1
CHM13_G0030245	RPS16P2
CHM13_G0030246	RN7SL140P
CHM13_G0030247	RNU6-961P
CHM13_G0030248	SDC1
CHM13_G0030249	DRG1P1
CHM13_G0030250	RNU7-113P
CHM13_G0030251	PUM2
CHM13_G0030252	SLC7A15P
CHM13_G0030253	RNA5SP86
CHM13_G0030254	RHOB
CHM13_G0030255	AC023137.1
CHM13_G0030256	Y_RNA
CHM13_G0030257	AC012065.1
CHM13_G0030258	NDUFAF2P1
CHM13_G0030259	HS1BP3
CHM13_G0030260	AC012065.2
CHM13_G0030261	HS1BP3-IT1
CHM13_G0030262	RPS25P3
CHM13_G0030263	GDF7
CHM13_G0030264	AC012065.3
CHM13_G0030265	LDAH
CHM13_G0030266	LINC02850
CHM13_G0030267	AC115619.1
CHM13_G0030268	APOB
CHM13_G0030269	AC010872.1
CHM13_G0030270	AC010872.2
CHM13_G0030271	TDRD15
CHM13_G0030272	AC067959.1
CHM13_G0030273	AC018742.1
CHM13_G0030274	AC011752.1
CHM13_G0030275	NUTF2P8
CHM13_G0030276	AC009411.2
CHM13_G0030277	AC009411.1
CHM13_G0030278	LINC01822
CHM13_G0030279	RN7SL117P
CHM13_G0030280	AC096570.1
CHM13_G0030281	AC068044.1
CHM13_G0030282	AC099799.1
CHM13_G0030283	RNA5SP87
CHM13_G0030284	LINC01830
CHM13_G0030285	LINC01884
CHM13_G0030286	RN7SKP27
CHM13_G0030287	AC018467.1
CHM13_G0030288	AC012506.1
CHM13_G0030289	AC012506.3
CHM13_G0030290	AC012506.2
